"CapShape","CapSurface","CapColor","Bruises","Odor","GillAttachment","GillSpacing","GillSize","GillColor","StalkShape","StalkRoot","StalkSurfaceAboveRing","StalkSurfaceBelowRing","StalkColorAboveRing","StalkColorBelowRing","VeilType","VeilColor","RingNumber","RingType","SporePrintColor","Population","Habitat","Class"
"convex","smooth","white","True","foul","free","close","broad","pink","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","chocolate","scattered","grasses","poisonous"
"flat","scaly","cinnamon","False","none","free","crowded","narrow","white","enlarging","bulbous","smooth","fibrous","white","brown","partial","white",1,"evanescent","white","several","leaves","edible"
"convex","scaly","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","white","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","solitary","woods","poisonous"
"convex","scaly","white","False","none","free","close","narrow","chocolate","enlarging","Missing[]","smooth","fibrous","white","white","partial","white",1,"flaring","chocolate","several","woods","edible"
"convex","scaly","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","buff","pink","partial","white",1,"large","chocolate","several","paths","poisonous"
"flat","scaly","pink","True","none","free","close","broad","white","enlarging","bulbous","smooth","smooth","white","white","partial","white",2,"pendant","green","several","grasses","poisonous"
"flat","smooth","gray","True","foul","free","close","broad","chocolate","tapering","bulbous","fibrous","smooth","white","white","partial","white",1,"pendant","chocolate","several","urban","poisonous"
"convex","scaly","brown","False","spicy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"knobbed","smooth","pink","True","none","free","close","broad","white","enlarging","Missing[]","smooth","smooth","red","white","partial","white",2,"evanescent","white","clustered","waste","edible"
"convex","scaly","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"convex","scaly","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","buff","partial","white",1,"large","chocolate","several","paths","poisonous"
"flat","smooth","buff","True","foul","free","close","broad","chocolate","tapering","bulbous","fibrous","fibrous","white","white","partial","white",1,"pendant","chocolate","scattered","urban","poisonous"
"knobbed","scaly","pink","True","none","free","close","broad","red","enlarging","Missing[]","smooth","smooth","white","red","partial","white",2,"evanescent","white","clustered","waste","edible"
"convex","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","buff","partial","white",1,"large","chocolate","several","paths","poisonous"
"flat","scaly","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","several","grasses","poisonous"
"flat","fibrous","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","solitary","woods","poisonous"
"convex","smooth","buff","True","foul","free","close","broad","pink","tapering","bulbous","smooth","fibrous","white","white","partial","white",1,"pendant","chocolate","scattered","grasses","poisonous"
"convex","scaly","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","scaly","yellow","False","foul","free","close","broad","pink","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","several","woods","poisonous"
"flat","fibrous","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","brown","brown","partial","white",1,"large","chocolate","several","woods","poisonous"
"flat","fibrous","brown","False","none","free","close","narrow","white","enlarging","Missing[]","silky","scaly","white","brown","partial","white",1,"evanescent","white","several","woods","poisonous"
"knobbed","smooth","buff","True","none","free","close","broad","white","enlarging","Missing[]","smooth","smooth","white","white","partial","white",2,"evanescent","white","clustered","waste","edible"
"flat","scaly","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","pink","brown","partial","white",1,"large","chocolate","several","grasses","poisonous"
"convex","scaly","red","False","fishy","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","leaves","poisonous"
"convex","smooth","gray","True","foul","free","close","broad","chocolate","tapering","bulbous","fibrous","fibrous","white","white","partial","white",1,"pendant","chocolate","scattered","urban","poisonous"
"flat","smooth","brown","True","none","free","close","broad","red","enlarging","Missing[]","smooth","smooth","white","red","partial","white",2,"evanescent","white","clustered","waste","edible"
"convex","scaly","gray","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","pink","pink","partial","white",1,"large","chocolate","several","paths","poisonous"
"convex","scaly","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","pink","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"convex","smooth","gray","True","foul","free","close","broad","pink","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","chocolate","several","urban","poisonous"
"convex","smooth","gray","True","foul","free","close","broad","chocolate","tapering","bulbous","fibrous","smooth","white","white","partial","white",1,"pendant","chocolate","several","grasses","poisonous"
"flat","scaly","pink","True","none","free","close","broad","white","enlarging","bulbous","smooth","smooth","white","white","partial","white",2,"pendant","green","several","meadows","poisonous"
"knobbed","scaly","buff","True","none","free","close","broad","white","enlarging","Missing[]","smooth","smooth","red","white","partial","white",2,"evanescent","white","clustered","waste","edible"
"convex","smooth","white","True","foul","free","close","broad","white","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","chocolate","several","urban","poisonous"
"convex","scaly","brown","False","fishy","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","woods","poisonous"
"knobbed","scaly","brown","True","none","free","close","broad","white","enlarging","Missing[]","smooth","smooth","red","white","partial","white",2,"evanescent","white","clustered","waste","edible"
"flat","scaly","yellow","False","foul","free","close","broad","gray","enlarging","bulbous","silky","silky","brown","pink","partial","white",1,"large","chocolate","solitary","woods","poisonous"
"convex","scaly","pink","True","none","free","close","broad","white","enlarging","Missing[]","smooth","smooth","red","red","partial","white",2,"evanescent","white","clustered","waste","edible"
"flat","smooth","gray","True","foul","free","close","broad","pink","tapering","bulbous","fibrous","fibrous","white","white","partial","white",1,"pendant","chocolate","scattered","urban","poisonous"
"convex","smooth","pink","True","none","free","close","broad","red","enlarging","Missing[]","smooth","smooth","white","red","partial","white",2,"evanescent","white","clustered","waste","edible"
"bell","scaly","brown","False","none","free","close","narrow","white","enlarging","Missing[]","silky","scaly","white","brown","partial","white",1,"evanescent","white","several","woods","poisonous"
"flat","smooth","buff","True","foul","free","close","broad","chocolate","tapering","bulbous","fibrous","fibrous","white","white","partial","white",1,"pendant","chocolate","several","grasses","poisonous"
"convex","scaly","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","smooth","pink","white","partial","white",1,"evanescent","white","several","paths","poisonous"
"convex","scaly","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","silky","silky","white","white","partial","white",1,"evanescent","white","several","woods","poisonous"
"convex","smooth","buff","True","foul","free","close","broad","white","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","chocolate","scattered","urban","poisonous"
"convex","scaly","brown","False","foul","free","close","narrow","buff","tapering","Missing[]","smooth","smooth","white","pink","partial","white",1,"evanescent","white","several","leaves","poisonous"
"knobbed","scaly","pink","True","none","free","close","broad","white","enlarging","Missing[]","smooth","smooth","white","red","partial","white",2,"evanescent","white","clustered","waste","edible"
"knobbed","fibrous","cinnamon","False","none","free","crowded","narrow","white","enlarging","bulbous","fibrous","fibrous","white","brown","partial","white",1,"evanescent","white","several","leaves","edible"
"convex","scaly","yellow","False","foul","free","close","broad","chocolate","enlarging","bulbous","silky","silky","buff","brown","partial","white",1,"large","chocolate","several","grasses","poisonous"
